capture_sec,capture_nanosec,target3d_in_age_ms,target3d_compute_ms,target3d_out_age_ms,depth_vs_color_skew_ms,depth_valid
1785490490,420496582,87.492,2.091,89.48,53.147,1
1785490490,487195068,86.288,2.197,88.379,53.104,1
1785490490,587242188,86.576,2.365,88.835,19.712,1
1785490490,653939941,87.358,2.774,89.956,19.675,1
1785490490,720639160,90.521,2.666,93.01,-47.024,1
1785490490,787338135,89.838,8.5,98.206,-113.723,1
1785490490,820687500,118.48,3.2,121.559,52.892,1
1785490490,887385986,119.73,2.618,122.234,52.85,1
1785490490,954084229,108.36,3.05,111.271,52.806,1
1785490490,987433105,125.995,2.381,128.257,86.113,1
1785490491,54131104,112.469,12.789,125.065,19.415,1
1785490491,87479736,134.843,2.835,137.538,52.721,1
1785490491,154177246,120.611,3.552,124.043,52.679,1
1785490491,220874268,101.474,3.295,104.642,52.636,1
1785490491,254222656,121.706,2.549,124.134,85.942,1
1785490491,320919434,103.994,2.896,106.756,19.245,1
1785490491,354267578,122.839,4.092,126.781,-14.103,1
1785490491,420963867,106.409,4.606,110.894,52.508,1
1785490491,454312012,120.439,2.687,122.993,19.16,1
1785490491,521007813,96.586,3.283,99.743,-47.536,1
1785490491,587703369,94.939,2.35,97.165,-114.231,1
1785490491,654398926,94.57,2.808,97.252,19.038,1
1785490491,721098633,94.045,3.603,97.44,18.991,1
1785490491,787798340,91.77,7.061,98.163,-47.708,1
1785490491,821148193,120.815,4.95,125.646,52.256,1
1785490491,887847412,118.543,2.695,121.103,52.213,1
1785490491,954546387,104.084,2.842,106.801,52.17,1
1785490491,987895752,134.321,2.293,136.492,85.477,1
1785490492,54594238,124.746,2.734,127.347,85.434,1
1785490492,121292480,113.953,4.308,118.143,85.392,1
1785490492,154641602,134.111,3.632,137.602,52.043,1
1785490492,221339355,124.125,4.035,127.841,52.0,1
1785490492,288037109,111.931,4.175,115.962,51.957,1
1785490492,321385742,127.144,2.155,129.191,85.263,1
1785490492,388083008,121.1,3.058,124.042,85.22,1
1785490492,454779785,99.471,2.418,101.762,18.524,1
1785490492,521476563,105.067,2.92,107.848,85.135,1
1785490492,554824707,122.867,3.072,125.813,51.787,1
1785490492,621520996,105.649,2.887,108.385,51.749,1
1785490492,654869141,133.15,2.505,135.426,85.069,1
1785490492,721580322,126.127,9.561,135.535,85.027,1
1785490492,788291504,115.152,2.264,117.301,84.983,1
1785490492,855002197,113.904,2.693,116.486,84.941,1
1785490492,888357666,138.167,2.37,140.41,118.253,1
1785490492,955068359,120.473,2.493,122.856,51.543,1
1785490493,21779053,110.132,3.381,113.376,51.5,1
1785490493,55134277,134.657,3.163,137.691,84.813,1
1785490493,88489502,152.83,2.436,154.971,51.458,1
1785490493,155199707,147.438,2.372,149.672,118.083,1
1785490493,221909912,146.78,3.355,149.791,118.04,1
1785490493,288620117,128.682,2.576,131.14,51.33,1
1785490493,355330078,114.429,2.622,116.921,51.287,1
1785490493,388684814,139.286,2.915,142.053,84.6,1
1785490493,455394531,120.167,3.015,123.058,17.89,1
1785490493,522104248,93.423,3.838,97.13,-48.819,1
1785490493,588813721,90.46,2.513,92.858,17.805,1
1785490493,655523193,96.781,4.558,101.214,-48.904,1
1785490493,688872070,109.434,3.194,112.506,51.066,1
1785490493,722220947,122.028,3.049,124.942,84.372,1
1785490493,788918457,104.102,4.976,108.913,17.674,1
1785490493,822267090,124.308,7.821,131.989,50.981,1
1785490493,888964355,113.246,3.924,117.051,-15.717,1
1785490493,922312744,127.233,2.536,129.531,84.243,1
1785490493,989009277,127.346,2.675,129.905,84.201,1
1785490494,22357666,131.823,3.48,135.179,50.853,1
1785490494,89053711,122.986,5.106,127.969,50.81,1
1785490494,155749756,113.977,5.484,119.337,-15.886,1
1785490494,189097412,128.511,5.518,133.858,84.072,1
1785490494,255792969,110.65,2.811,113.324,84.03,1
1785490494,289140625,137.857,2.775,140.471,50.682,1
1785490494,355835449,125.287,5.022,130.178,50.639,1
1785490494,422530029,115.026,4.097,118.981,50.597,1
1785490494,455877441,126.462,2.307,128.654,83.9,1
1785490494,522571533,119.94,3.723,123.507,83.858,1
1785490494,589265381,95.518,3.418,98.824,17.164,1
1785490494,655959229,100.335,4.511,104.69,-49.53,1
1785490494,689308838,110.648,2.627,113.151,50.43,1
1785490494,756007568,97.705,2.123,99.668,-16.269,1
1785490494,822706299,91.971,2.279,94.149,-82.968,1
1785490494,889404541,89.842,2.423,92.15,50.302,1
1785490494,922753662,108.65,2.606,111.133,83.608,1
1785490494,956102539,125.803,2.7,128.373,50.259,1
1785490495,22800293,120.39,2.675,122.958,50.216,1
1785490495,89497803,118.557,2.993,121.438,-16.481,1
1785490495,156194824,120.225,3.474,122.609,50.131,1
1785490495,222891846,121.4,6.62,127.788,50.088,1
1785490495,289588379,118.642,3.423,121.927,-16.608,1
1785490495,356284668,109.032,2.544,111.447,50.003,1
1785490495,389632568,126.15,2.99,128.995,83.309,1
1785490495,456328369,111.28,4.667,115.828,83.266,1
1785490495,489676270,140.984,3.539,144.388,116.571,1
1785490495,556371582,121.167,3.311,124.346,49.875,1
1785490495,623066895,99.161,2.416,101.456,49.835,1
1785490495,689763184,105.005,7.394,112.272,49.792,1
1785490495,723112061,122.188,3.547,125.608,83.098,1
1785490495,789809326,116.265,6.384,121.256,83.055,1
1785490495,823157959,126.257,4.129,130.25,49.707,1
1785490495,923203125,92.394,3.882,94.793,-50.338,1
1785490495,956551514,115.012,4.649,119.513,49.621,1
1785490495,989899658,131.219,3.597,134.698,82.926,1
1785490496,56595703,125.807,3.227,128.893,82.884,1
1785490496,123291748,114.893,2.574,117.334,82.84,1
1785490496,156639404,133.889,2.318,136.066,49.493,1
1785490496,223334717,120.005,2.611,122.456,-17.203,1
1785490496,290029785,123.62,3.445,126.88,49.407,1
1785490496,323377197,123.036,3.026,125.936,82.713,1
1785490496,390072021,108.731,5.444,114.021,82.669,1
1785490496,423419189,126.106,3.042,129.019,49.322,1
1785490496,490113281,120.395,2.679,122.949,49.28,1
1785490496,556807129,101.85,2.77,104.468,49.237,1
1785490496,590153809,116.765,2.568,119.13,82.543,1
1785490496,623500732,123.72,6.193,129.797,49.197,1
1785490496,723545410,113.66,2.403,115.952,82.461,1
1785490496,756894287,129.369,2.307,131.567,49.113,1
1785490496,823592041,124.442,2.693,126.901,49.07,1
1785490496,890289307,110.032,2.573,112.487,-17.627,1
1785490496,923637695,134.854,3.518,138.206,-50.975,1
1785490496,990334717,127.137,3.167,130.188,82.29,1
1785490497,57031250,112.06,4.481,115.885,82.248,1
1785490497,90379395,126.953,2.443,129.266,48.899,1
1785490497,157075439,108.621,4.616,110.931,-17.797,1
1785490497,190423340,126.088,2.262,128.132,82.162,1
1785490497,257118896,118.003,3.088,120.962,15.466,1
1785490497,290466553,141.976,4.524,146.213,115.424,1
1785490497,357161865,120.84,2.934,123.57,48.729,1
1785490497,423856689,108.358,3.927,112.119,48.686,1
1785490497,457204102,124.239,5.71,129.828,81.99,1
1785490497,523898438,108.398,3.364,111.595,81.947,1
1785490497,557245605,124.206,3.524,127.544,48.6,1
1785490497,623939453,99.92,2.527,102.323,-18.094,1
1785490497,690678223,98.509,4.087,102.47,48.581,1
1785490497,757463623,104.603,3.216,107.676,-18.204,1
1785490497,790856934,125.956,2.216,128.056,81.893,1
1785490497,857645020,113.334,3.766,116.726,15.105,1
1785490497,891040039,135.958,4.138,139.945,115.209,1
1785490497,957831299,114.226,2.82,116.762,48.418,1
1785490498,24624512,100.02,3.188,103.064,48.376,1
1785490498,58021729,119.445,2.245,121.579,81.734,1
1785490498,91419678,136.653,2.647,139.17,48.336,1
1785490498,158216797,132.434,2.282,134.594,115.053,1
1785490498,225016113,119.599,3.135,122.605,48.253,1
1785490498,291817383,105.659,3.807,109.327,48.212,1
1785490498,325218750,128.765,2.541,131.185,81.573,1
1785490498,392022949,106.823,7.047,113.741,81.532,1
1785490498,425425781,124.568,3.987,128.349,48.13,1
1785490498,492233154,115.624,5.774,121.278,48.089,1
1785490498,525637451,137.936,3.636,141.318,14.685,1
1785490498,592447754,133.585,3.181,136.492,81.39,1
1785490498,625853516,153.38,4.712,157.389,114.655,1
1785490498,692615967,141.188,2.882,143.935,114.565,1
1785490498,759330078,118.604,3.62,122.093,47.851,1
1785490498,826044434,100.048,2.519,102.431,-18.864,1
1785490498,859401367,121.108,2.857,123.842,81.123,1
1785490498,926115723,95.341,2.363,97.6,14.409,1
1785490498,992829834,94.771,2.77,97.375,-52.305,1
1785490499,26187012,127.573,7.651,130.069,-85.663,1
1785490499,92901123,118.256,2.281,120.428,-152.377,1
1785490499,159615479,102.926,2.408,105.13,-219.091,1
1785490499,192972412,122.907,2.454,125.229,80.91,1
1785490499,259686768,110.579,15.511,125.967,80.868,1
1785490499,293043701,135.963,3.299,139.14,114.183,1
1785490499,359758057,104.919,2.14,106.956,47.469,1
1785490499,426472168,99.836,2.809,102.501,47.426,1
1785490499,493186279,96.958,2.298,99.126,47.384,1
1785490499,559900391,91.127,2.023,93.048,47.341,1
1785490499,626614502,88.695,2.056,90.646,47.299,1
1785490499,693328613,104.079,2.43,106.39,-19.415,1
1785490499,726685303,124.393,2.758,127.024,80.57,1
1785490499,793398926,100.858,2.46,103.186,80.527,1
1785490499,826755859,120.015,3.135,123.024,47.17,1
1785490499,893469482,106.406,2.489,108.778,47.128,1
1785490499,926826172,130.912,2.706,133.495,80.442,1
1785490499,993539795,109.55,2.361,111.784,80.4,1
1785490500,26896484,130.746,2.349,132.965,47.043,1
1785490500,93610107,120.046,3.88,123.717,-19.67,1
1785490500,160323730,103.173,3.499,106.467,46.958,1
1785490500,193680420,123.267,3.658,126.786,13.602,1
1785490500,260394043,100.525,2.875,103.276,80.23,1
1785490500,327107422,92.604,2.598,95.078,13.517,1
1785490500,393821045,90.077,2.563,92.515,13.474,1
1785490500,460534424,89.233,3.068,92.071,13.432,1
1785490500,527247803,89.123,3.197,92.188,13.389,1
1785490500,593961182,90.012,3.265,93.148,13.347,1
1785490500,660674805,97.399,3.166,100.442,13.305,1
1785490500,694041992,120.319,4.017,124.208,-20.062,1
1785490500,760776855,97.717,3.107,100.693,46.592,1
1785490500,794144531,124.472,3.481,127.809,79.916,1
1785490500,860879639,109.292,2.688,111.756,79.875,1
1785490500,894247314,125.135,2.918,127.812,46.507,1
1785490500,960983154,110.347,2.396,112.626,46.464,1
1785490500,994350830,128.049,2.678,130.622,79.79,1
1785490501,61086914,125.972,3.964,129.767,13.054,1
1785490501,127823242,120.492,2.316,122.698,79.706,1
1785490501,161191406,125.802,2.746,128.433,46.337,1
1785490501,261296387,92.314,1.972,94.187,12.926,1
1785490501,328033203,87.912,2.739,90.517,12.884,1
1785490501,394770508,92.222,4.87,96.983,12.841,1
1785490501,461508057,92.148,2.046,94.092,12.799,1
1785490501,528245605,87.262,2.687,89.806,-53.938,1
1785490501,594983643,89.296,2.779,91.839,12.714,1
1785490501,661721436,93.776,2.499,96.132,12.667,1
1785490501,695077881,131.786,2.422,134.088,112.65,1
1785490501,761790527,121.989,2.789,124.648,45.938,1
1785490501,828502930,104.432,3.205,107.45,45.896,1
1785490501,861859375,121.185,2.283,123.35,79.209,1
1785490501,895215576,139.543,2.455,141.84,112.523,1
1785490501,961927979,124.023,2.685,126.572,45.811,1
1785490502,28640381,106.983,4.384,109.499,-20.902,1
1785490502,95352783,97.556,2.279,99.699,-87.614,1
1785490502,162065186,103.981,4.877,108.724,45.684,1
1785490502,228777344,91.507,2.133,93.533,-21.029,1
1785490502,295489746,91.212,2.109,93.218,45.599,1
1785490502,362201904,87.731,2.128,89.757,45.555,1
1785490502,428913818,87.149,2.092,89.131,45.514,1
