stamp_sec,stamp_nanosec,count,image_w,image_h,processing_ms,detect_ms,img_ms,worker_call_ms,ipc_overhead_ms,pre_ms,dpu_ms,post_ms,worker_ms,detection_publish_ms,overlay_ms,age_in_ms,frame_age_ms
1782199250,800423584,1,848,480,43.384,42.733,1.553,41.18,9.277,11.909,13.069,6.925,31.903,0.646,0.005,43.5,86.888
1782199250,900262939,1,848,480,42.566,41.853,1.569,40.284,6.081,11.194,15.111,7.898,34.202,0.708,0.005,45.04,87.618
1782199251,96924,1,848,480,45.368,44.689,1.658,43.032,6.219,12.516,17.343,6.954,36.813,0.675,0.004,45.785,91.151
1782199251,99925049,1,848,480,46.619,45.905,1.702,44.203,8.855,12.144,14.895,8.308,35.347,0.709,0.005,44.015,90.632
1782199251,133199951,1,848,480,48.755,47.884,1.068,46.816,9.014,17.422,12.216,8.165,37.802,0.863,0.007,57.686,106.492
1782199251,166474121,1,848,480,48.422,47.681,5.638,42.043,6.719,11.157,17.156,7.01,35.324,0.735,0.006,73.537,121.997
1782199251,233020752,1,848,480,60.792,60.052,3.916,56.136,9.658,21.392,12.394,12.693,46.479,0.735,0.005,55.751,116.581
1782199251,299564697,1,848,480,50.496,49.571,7.151,42.42,6.834,14.406,14.005,7.175,35.586,0.917,0.008,50.335,100.883
1782199251,332835693,1,848,480,44.416,43.423,5.511,37.913,6.886,11.136,12.357,7.534,31.027,0.983,0.009,68.962,113.392
1782199251,366106201,1,848,480,48.006,47.168,7.665,39.503,7.56,12.109,12.949,6.885,31.943,0.832,0.007,80.456,128.503
1782199251,432647217,1,848,480,49.33,48.532,5.875,42.657,8.112,11.133,15.849,7.563,34.544,0.79,0.008,62.322,111.705
1782199251,632363525,1,848,480,40.751,40.066,1.635,38.431,6.196,11.413,13.064,7.758,32.235,0.68,0.005,48.276,89.032
1782199251,665647461,1,848,480,47.055,46.398,0.85,45.548,6.76,19.437,12.364,6.987,38.788,0.65,0.007,56.041,103.151
1782199251,698930664,1,848,480,57.909,57.216,14.589,42.627,6.228,17.5,12.428,6.471,36.399,0.689,0.004,70.277,128.204
1782199251,765495361,1,848,480,42.157,41.434,0.77,40.664,7.367,13.592,12.833,6.872,33.297,0.717,0.006,61.923,104.131
1782199251,898616943,1,848,480,44.899,42.443,1.499,40.945,6.225,11.143,16.133,7.443,34.719,2.447,0.009,48.2,93.137
1782199251,998451660,1,848,480,44.115,43.346,0.853,42.493,7.639,12.659,14.819,7.375,34.854,0.763,0.006,49.642,93.777
1782199252,98281006,1,848,480,40.921,40.046,1.572,38.474,6.809,11.934,12.513,7.218,31.665,0.869,0.006,57.506,98.453
1782199252,131555908,1,848,480,58.727,57.895,1.645,56.251,12.115,15.719,19.93,8.487,44.136,0.826,0.006,65.533,124.302
1782199252,198104492,1,848,480,45.574,44.667,0.928,43.739,10.081,11.482,15.097,7.08,33.658,0.9,0.008,58.066,103.689
1782199252,231377686,1,848,480,69.902,69.16,1.424,67.737,33.892,11.495,12.671,9.679,33.845,0.733,0.008,71.585,141.495
1782199252,297922363,1,848,480,57.877,57.014,1.317,55.697,19.453,11.381,18.201,6.663,36.244,0.856,0.007,75.348,133.266
1782199252,364464355,1,848,480,56.412,55.653,1.351,54.302,15.692,12.043,18.889,7.679,38.611,0.754,0.005,67.072,123.523
1782199252,464396240,1,848,480,42.482,41.748,1.719,40.029,8.659,12.723,12.34,6.308,31.37,0.729,0.005,53.041,95.52
1782199252,497787354,1,848,480,39.937,38.907,0.722,38.185,7.093,12.144,12.344,6.604,31.092,1.023,0.006,62.414,102.399
1782199252,531179199,1,848,480,44.86,43.99,1.439,42.551,11.238,11.121,12.544,7.648,31.313,0.863,0.007,69.489,114.389
1782199252,631359375,1,848,480,42.227,41.535,2.613,38.922,7.897,12.102,12.531,6.393,31.026,0.687,0.004,49.176,91.404
1782199252,664754150,1,848,480,58.473,57.788,0.996,56.791,20.785,13.887,13.005,9.114,36.007,0.679,0.006,58.29,116.799
1782199252,731546143,1,848,480,41.097,40.24,1.468,38.773,8.145,11.35,12.47,6.807,30.627,0.85,0.006,50.358,91.5
1782199252,764943115,1,848,480,45.918,44.971,1.14,43.831,7.64,16.975,12.353,6.863,36.191,0.894,0.053,59.168,105.139
1782199252,798341064,1,848,480,42.287,41.604,1.31,40.295,9.717,11.008,12.32,7.249,30.577,0.678,0.006,72.116,114.43
1782199252,831739502,1,848,480,41.24,40.476,0.876,39.601,8.654,10.955,13.235,6.757,30.947,0.759,0.004,81.323,122.597
1782199252,931939697,1,848,480,39.251,38.551,0.946,37.605,6.468,11.249,12.692,7.196,31.137,0.696,0.005,48.591,87.854
1782199252,965341064,1,848,480,41.617,40.309,0.905,39.404,8.767,11.422,12.505,6.71,30.638,1.302,0.005,54.744,96.454
1782199252,998743408,1,848,480,42.932,42.232,1.323,40.908,10.549,11.194,12.299,6.866,30.359,0.693,0.008,63.369,106.359
1782199253,32146240,1,848,480,47.557,46.853,7.454,39.399,8.699,11.532,12.804,6.364,30.7,0.699,0.005,78.155,125.692
1782199253,98954590,1,848,480,45.535,44.838,0.807,44.031,10.343,14.076,12.575,7.037,33.688,0.69,0.007,59.194,104.784
1782199253,132359619,1,848,480,49.566,48.793,1.434,47.358,13.613,11.095,12.754,9.896,33.745,0.768,0.005,72.573,122.12
1782199253,199172363,1,848,480,43.579,42.713,0.851,41.862,7.198,16.223,12.188,6.254,34.665,0.86,0.006,55.598,99.231
1782199253,232579834,1,848,480,49.876,49.224,1.015,48.209,7.859,11.806,12.673,15.87,40.35,0.642,0.01,67.328,117.202
1782199253,299396729,1,848,480,42.631,41.942,1.427,40.515,6.677,12.434,13.463,7.942,33.838,0.685,0.004,50.895,93.539
1782199253,332806396,1,848,480,43.914,43.112,0.921,42.191,10.657,11.911,12.57,7.053,31.535,0.792,0.01,61.104,105.057
1782199253,366216797,1,848,480,51.933,51.285,1.258,50.026,15.198,11.446,13.112,10.271,34.829,0.643,0.004,72.103,124.058
1782199253,433038330,1,848,480,43.267,42.105,0.968,41.137,10.155,12.023,12.295,6.664,30.982,1.153,0.009,57.506,100.85
1782199253,532955078,1,848,480,43.663,42.982,4.509,38.473,7.177,12.236,12.694,6.365,31.295,0.677,0.005,48.832,92.495
1782199253,632867676,1,848,480,42.445,41.673,2.119,39.555,9.218,11.312,12.524,6.501,30.337,0.766,0.005,47.359,89.808
1782199253,732776123,1,848,480,40.32,39.619,1.817,37.802,6.729,11.175,12.955,6.943,31.073,0.696,0.005,48.157,88.479
1782199253,766078125,1,848,480,38.32,37.615,0.96,36.655,6.728,11.201,12.42,6.306,29.927,0.702,0.004,55.463,93.822
1782199253,799379395,1,848,480,61.745,61.05,0.889,60.161,16.486,23.825,12.519,7.331,43.675,0.69,0.005,60.813,122.633
1782199253,865980957,1,848,480,41.164,40.426,2.214,38.212,6.684,12.409,12.592,6.527,31.528,0.732,0.006,56.321,97.54
1782199253,999178467,1,848,480,39.849,39.17,2.186,36.984,6.383,11.308,12.478,6.815,30.602,0.674,0.004,50.263,90.115
1782199254,32476807,1,848,480,38.429,37.767,0.84,36.927,6.447,11.314,12.737,6.429,30.48,0.657,0.004,57.104,95.566
1782199254,132368652,1,848,480,39.617,38.752,1.553,37.198,6.88,11.2,12.5,6.619,30.318,0.858,0.007,49.998,89.68
1782199254,165665039,1,848,480,44.208,43.107,1.023,42.084,9.155,14.222,12.4,6.306,32.928,1.095,0.006,56.708,100.968
1782199254,198960938,1,848,480,58.162,57.47,1.638,55.833,18.866,11.805,18.315,6.846,36.967,0.687,0.005,68.052,126.302
1782199254,265551514,1,848,480,41.894,41.039,0.857,40.183,7.003,14.65,12.106,6.424,33.179,0.847,0.007,60.082,102.038
1782199254,298845947,1,848,480,42.9,42.225,1.4,40.825,9.95,11.173,12.505,7.197,30.875,0.669,0.007,69.895,112.802
1782199254,398726807,1,848,480,40.949,40.29,1.457,38.833,8.536,11.231,12.506,6.559,30.297,0.655,0.004,51.618,92.575
1782199254,432020752,1,848,480,38.65,37.9,0.816,37.083,6.941,11.336,12.427,6.38,30.142,0.745,0.005,59.561,98.252
1782199254,531952881,1,848,480,40.137,39.42,2.179,37.241,6.102,11.058,12.702,7.379,31.139,0.712,0.005,47.809,87.958
1782199254,565262939,1,848,480,38.808,38.122,0.785,37.338,6.499,11.276,12.524,7.039,30.839,0.681,0.004,54.938,93.783
1782199254,598572266,1,848,480,40.317,39.512,0.761,38.751,7.013,12.87,12.33,6.538,31.738,0.8,0.005,60.756,101.12
